CId,SId,Year,Cost,Num
1,3678,2012,2000000,12
15,3679,2012,1800000,10
2,3681,2012,2000000,12
12,3685,2012,2000000,12
10,3696,2012,1500000,8
8,3707,2012,1800000,10
2,3708,2012,2000000,12
1,3725,2012,2000000,12
19,3734,2012,1500000,8
21,3738,2012,1800000,10
21,3740,2012,1800000,10
3,3741,2012,1800000,10
15,3742,2012,1800000,10
23,3747,2012,2000000,12
7,3748,2012,2000000,12
8,3749,2012,1800000,10
2,3750,2012,2000000,12
27,3757,2012,1500000,8
13,3760,2012,1800000,10
17,3766,2012,1800000,10
2,3772,2012,2000000,12
21,3773,2012,1800000,10
2,3778,2012,2000000,12
5,3783,2012,1500000,8
16,3788,2012,2000000,12
15,3789,2012,1800000,10
17,3792,2012,1800000,10
6,3807,2012,2000000,12
23,3808,2012,2000000,12
18,3809,2012,2000000,12
3,3823,2012,1800000,10
1,3828,2012,2000000,12
21,3830,2012,1800000,10
26,3832,2012,2000000,12
24,3840,2012,1500000,8
10,3841,2012,1500000,8
11,3844,2012,1500000,8
20,3845,2012,1500000,8
8,3853,2012,1800000,10
21,3862,2012,1800000,10
13,3864,2012,1800000,10
25,3865,2012,1800000,10
15,3867,2012,1800000,10
3,3875,2012,1800000,10
8,3876,2012,1800000,10
4,3878,2012,1800000,10
9,3881,2012,1500000,8
22,3884,2012,1800000,10
17,3897,2012,1800000,10
22,3899,2012,1800000,10
3,3907,2012,1800000,10
18,3908,2012,2000000,12
11,3912,2012,1500000,8
27,3913,2012,1500000,8
11,3915,2012,1500000,8
30,3918,2012,2000000,12
21,3919,2012,1800000,10
18,3924,2012,2000000,12
20,3925,2012,1500000,8
14,3935,2012,1800000,10
26,3944,2012,2000000,12
16,3945,2012,2000000,12
8,3946,2012,1800000,10
1,3949,2012,2000000,12
27,3951,2012,1500000,8
6,3952,2012,2000000,12
19,3959,2012,1500000,8
25,3963,2012,1800000,10
30,3965,2012,2000000,12
20,3971,2012,1500000,8
17,3998,2012,1800000,10
30,4003,2012,2000000,12
11,4006,2012,1500000,8
6,4009,2012,2000000,12
20,4012,2012,1500000,8
8,4015,2012,1800000,10
27,4017,2012,1500000,8
13,4025,2012,1800000,10
1,4034,2012,2000000,12
6,4038,2012,2000000,12
22,4049,2012,1800000,10
24,4050,2012,1500000,8
25,4063,2012,1800000,10
12,4065,2012,2000000,12
3,4067,2012,1800000,10
23,4073,2012,2000000,12
10,4076,2012,1500000,8
10,4081,2012,1500000,8
11,4083,2012,1500000,8
5,4090,2012,1500000,8
13,4096,2012,1800000,10
30,4100,2012,2000000,12
13,4101,2012,1800000,10
13,4106,2012,1800000,10
1,4110,2012,2000000,12
2,4114,2012,2000000,12
30,8,2013,1800000,10
23,18,2013,1800000,10
12,21,2013,2000000,12
25,22,2013,2000000,12
21,25,2013,1500000,8
10,26,2013,1500000,8
20,28,2013,1500000,8
8,38,2013,2000000,12
15,45,2013,1800000,10
19,47,2013,1800000,10
3,51,2013,2000000,12
15,52,2013,1800000,10
18,56,2013,1800000,10
4,68,2013,1500000,8
23,72,2013,1800000,10
3,76,2013,2000000,12
25,77,2013,2000000,12
21,78,2013,1500000,8
4,81,2013,1500000,8
20,94,2013,1500000,8
16,95,2013,2000000,12
21,96,2013,1500000,8
20,98,2013,1500000,8
24,105,2013,1800000,10
26,108,2013,2000000,12
23,111,2013,1800000,10
24,113,2013,1800000,10
29,115,2013,2000000,12
10,117,2013,1500000,8
2,118,2013,1500000,8
16,126,2013,2000000,12
23,132,2013,1800000,10
6,133,2013,1800000,10
3,136,2013,2000000,12
27,141,2013,1500000,8
4,142,2013,1500000,8
15,147,2013,1800000,10
16,149,2013,2000000,12
29,150,2013,2000000,12
10,152,2013,1500000,8
29,162,2013,2000000,12
26,165,2013,2000000,12
30,170,2013,1800000,10
2,175,2013,1500000,8
8,180,2013,2000000,12
17,184,2013,2000000,12
9,191,2013,1800000,10
23,192,2013,1800000,10
9,197,2013,1800000,10
18,206,2013,1800000,10
20,207,2013,1500000,8
23,221,2013,1800000,10
30,225,2013,1800000,10
2,235,2013,1500000,8
9,237,2013,1800000,10
20,239,2013,1500000,8
14,242,2013,1500000,8
13,243,2013,1800000,10
3,245,2013,2000000,12
28,246,2013,2000000,12
15,248,2013,1800000,10
6,250,2013,1800000,10
24,254,2013,1800000,10
22,255,2013,1800000,10
12,257,2013,2000000,12
4,260,2013,1500000,8
2,263,2013,1500000,8
24,264,2013,1800000,10
1,266,2013,2000000,12
29,268,2013,2000000,12
16,269,2013,2000000,12
28,272,2013,2000000,12
19,274,2013,1800000,10
18,275,2013,1800000,10
3,284,2013,2000000,12
7,287,2013,1500000,8
20,292,2013,1500000,8
8,300,2013,2000000,12
10,307,2013,1500000,8
11,317,2013,1800000,10
13,319,2013,1800000,10
27,320,2013,1500000,8
17,324,2013,2000000,12
23,325,2013,1800000,10
21,326,2013,1500000,8
1,328,2013,2000000,12
13,337,2013,1800000,10
28,345,2013,2000000,12
12,350,2013,2000000,12
10,358,2013,1500000,8
9,359,2013,1800000,10
22,363,2013,1800000,10
23,365,2013,1800000,10
22,376,2013,1800000,10
3,379,2013,2000000,12
7,400,2013,1500000,8
6,401,2013,1800000,10
10,402,2013,1500000,8
3,405,2013,2000000,12
11,421,2013,1800000,10
8,425,2013,2000000,12
24,434,2013,1800000,10
13,443,2013,1800000,10
26,453,2013,2000000,12
19,460,2013,1800000,10
21,463,2013,1500000,8
2,467,2013,1500000,8
14,470,2013,1500000,8
1,474,2013,2000000,12
22,476,2013,1800000,10
11,478,2013,1800000,10
18,480,2013,1800000,10
18,484,2013,1800000,10
17,487,2013,2000000,12
2,489,2013,1500000,8
3,490,2013,2000000,12
10,491,2013,1500000,8
2,493,2013,1500000,8
13,495,2013,1800000,10
11,509,2013,1800000,10
11,524,2013,1800000,10
3,527,2013,2000000,12
27,530,2013,1500000,8
25,537,2013,2000000,12
28,541,2013,2000000,12
26,551,2013,2000000,12
19,555,2013,1800000,10
24,562,2013,1800000,10
13,565,2013,1800000,10
5,568,2013,1800000,10
22,571,2013,1800000,10
26,575,2013,2000000,12
16,583,2013,2000000,12
29,586,2013,2000000,12
29,594,2013,2000000,12
6,601,2013,1800000,10
5,604,2013,1800000,10
10,611,2013,1500000,8
5,612,2013,1800000,10
25,614,2013,2000000,12
27,619,2013,1500000,8
1,626,2013,2000000,12
27,630,2013,1500000,8
11,633,2013,1800000,10
24,654,2013,1800000,10
21,655,2013,1500000,8
6,662,2013,1800000,10
29,665,2013,2000000,12
25,671,2013,2000000,12
13,674,2013,1800000,10
7,676,2013,1500000,8
22,682,2013,1800000,10
30,683,2013,1800000,10
16,686,2013,2000000,12
6,694,2013,1800000,10
6,703,2013,1800000,10
14,704,2013,1500000,8
4,706,2013,1500000,8
5,717,2013,1800000,10
30,723,2013,1800000,10
22,724,2013,1800000,10
29,726,2013,2000000,12
24,728,2013,1800000,10
27,746,2013,1500000,8
8,747,2013,2000000,12
13,756,2013,1800000,10
4,757,2013,1500000,8
6,759,2013,1800000,10
12,761,2013,2000000,12
2,763,2013,1500000,8
3,765,2013,2000000,12
23,773,2013,1800000,10
13,776,2013,1800000,10
24,782,2013,1800000,10
11,787,2013,1800000,10
3,792,2013,2000000,12
20,794,2013,1500000,8
25,804,2013,2000000,12
22,807,2013,1800000,10
23,809,2013,1800000,10
7,811,2013,1500000,8
26,814,2013,2000000,12
27,821,2013,1500000,8
5,822,2013,1800000,10
11,824,2013,1800000,10
15,825,2013,1800000,10
12,832,2013,2000000,12
18,836,2013,1800000,10
9,840,2013,1800000,10
6,841,2013,1800000,10
2,846,2013,1500000,8
20,851,2013,1500000,8
5,857,2013,1800000,10
13,858,2013,1800000,10
27,859,2013,1500000,8
25,868,2013,2000000,12
1,878,2013,2000000,12
7,879,2013,1500000,8
6,882,2013,1800000,10
19,884,2013,1800000,10
30,888,2013,1800000,10
12,889,2013,2000000,12
16,901,2013,2000000,12
3,904,2013,2000000,12
17,905,2013,2000000,12
9,912,2013,1800000,10
10,915,2013,1500000,8
29,917,2013,2000000,12
29,918,2013,2000000,12
15,920,2013,1800000,10
27,924,2013,1500000,8
7,926,2013,1500000,8
18,941,2013,1800000,10
18,942,2013,1800000,10
14,945,2013,1500000,8
8,952,2013,2000000,12
16,953,2013,2000000,12
28,954,2013,2000000,12
25,955,2013,2000000,12
15,959,2013,1800000,10
11,961,2013,1800000,10
24,963,2013,1800000,10
24,965,2013,1800000,10
14,968,2013,1500000,8
7,970,2013,1500000,8
19,972,2013,1800000,10
21,977,2013,1500000,8
17,980,2013,2000000,12
17,985,2013,2000000,12
13,1003,2013,1800000,10
9,1007,2013,1800000,10
13,1008,2013,1800000,10
14,1009,2013,1500000,8
14,1016,2013,1500000,8
23,1019,2013,1800000,10
5,1028,2013,1800000,10
7,1034,2013,1500000,8
6,1037,2013,1800000,10
29,1039,2013,2000000,12
13,1050,2013,1800000,10
13,1054,2013,1800000,10
6,1057,2013,1800000,10
18,1058,2013,1800000,10
2,1062,2013,1500000,8
15,1063,2013,1800000,10
10,1067,2013,1500000,8
15,1073,2013,1800000,10
21,1077,2013,1500000,8
12,1080,2013,2000000,12
18,1081,2013,1800000,10
1,1084,2013,2000000,12
17,1087,2013,2000000,12
25,1088,2013,2000000,12
2,1092,2013,1500000,8
19,1094,2013,1800000,10
27,1098,2013,1500000,8
2,1107,2013,1500000,8
13,1110,2013,1800000,10
26,1111,2013,2000000,12
17,1113,2013,2000000,12
24,1121,2013,1800000,10
15,1131,2013,1800000,10
20,1135,2013,1500000,8
11,1144,2013,1800000,10
5,1147,2013,1800000,10
8,1148,2013,2000000,12
20,1154,2013,1500000,8
27,1155,2013,1500000,8
17,1156,2013,2000000,12
3,1163,2013,2000000,12
19,1170,2013,1800000,10
28,1172,2013,2000000,12
26,1174,2013,2000000,12
4,1176,2013,1500000,8
4,1178,2013,1500000,8
18,1188,2013,1800000,10
18,1189,2013,1800000,10
26,1193,2013,2000000,12
18,1196,2013,1800000,10
8,1198,2013,2000000,12
1,1200,2013,2000000,12
13,1210,2013,1800000,10
20,1219,2013,1500000,8
2,1220,2013,1500000,8
7,1225,2013,1500000,8
9,1228,2013,1800000,10
8,1235,2013,2000000,12
6,1240,2013,1800000,10
23,1241,2013,1800000,10
23,1251,2013,1800000,10
1,1252,2013,2000000,12
10,1256,2013,1500000,8
9,1265,2013,1800000,10
23,1270,2013,1800000,10
24,1280,2013,1800000,10
17,1281,2013,2000000,12
11,1284,2013,1800000,10
1,1285,2013,2000000,12
18,1288,2013,1800000,10
8,1291,2013,2000000,12
22,1296,2013,1800000,10
3,1297,2013,2000000,12
15,1299,2013,1800000,10
6,1301,2013,1800000,10
22,1304,2013,1800000,10
21,1306,2013,1500000,8
11,1312,2013,1800000,10
11,1318,2013,1800000,10
3,1319,2013,2000000,12
8,1320,2013,2000000,12
21,1326,2013,1500000,8
6,1327,2013,1800000,10
29,1328,2013,2000000,12
25,1330,2013,2000000,12
5,1339,2013,1800000,10
27,1340,2013,1500000,8
27,1356,2013,1500000,8
27,1361,2013,1500000,8
28,1362,2013,2000000,12
5,1377,2013,1800000,10
19,1382,2013,1800000,10
26,1384,2013,2000000,12
12,1390,2013,2000000,12
24,1394,2013,1800000,10
14,1403,2013,1500000,8
19,1406,2013,1800000,10
17,1411,2013,2000000,12
2,1432,2013,1500000,8
12,1434,2013,2000000,12
22,1440,2013,1800000,10
28,1443,2013,2000000,12
5,1449,2013,1800000,10
6,1450,2013,1800000,10
18,1451,2013,1800000,10
30,1453,2013,1800000,10
22,1455,2013,1800000,10
29,1457,2013,2000000,12
12,1471,2013,2000000,12
30,1478,2013,1800000,10
7,1483,2013,1500000,8
17,1485,2013,2000000,12
4,1488,2013,1500000,8
4,1490,2013,1500000,8
4,1495,2013,1500000,8
21,1500,2013,1500000,8
6,1503,2013,1800000,10
7,1510,2013,1500000,8
4,1511,2013,1500000,8
13,1518,2013,1800000,10
5,1520,2013,1800000,10
2,1523,2013,1500000,8
24,1526,2013,1800000,10
14,1527,2013,1500000,8
13,1532,2013,1800000,10
13,1535,2013,1800000,10
21,1536,2013,1500000,8
26,1559,2013,2000000,12
1,1569,2013,2000000,12
8,1575,2013,2000000,12
19,1580,2013,1800000,10
8,1581,2013,2000000,12
17,1586,2013,2000000,12
7,1587,2013,1500000,8
15,1588,2013,1800000,10
14,1591,2013,1500000,8
21,1594,2013,1500000,8
9,1603,2013,1800000,10
7,1613,2013,1500000,8
9,1620,2013,1800000,10
5,1623,2013,1800000,10
1,1631,2013,2000000,12
24,1639,2013,1800000,10
7,1649,2013,1500000,8
15,1651,2013,1800000,10
19,1654,2013,1800000,10
26,1656,2013,2000000,12
12,1658,2013,2000000,12
22,1660,2013,1800000,10
9,1662,2013,1800000,10
22,1674,2013,1800000,10
13,1685,2013,1800000,10
11,1687,2013,1800000,10
24,1688,2013,1800000,10
18,1691,2013,1800000,10
8,1696,2013,2000000,12
11,1697,2013,1800000,10
30,1698,2013,1800000,10
14,1718,2013,1500000,8
13,1719,2013,1800000,10
10,1720,2013,1500000,8
17,1725,2013,2000000,12
28,1726,2013,2000000,12
2,1730,2013,1500000,8
24,1736,2013,1800000,10
18,1742,2013,1800000,10
28,1746,2013,2000000,12
10,1766,2013,1500000,8
26,1767,2013,2000000,12
19,1768,2013,1800000,10
25,1777,2013,2000000,12
12,1780,2013,2000000,12
22,1782,2013,1800000,10
30,1789,2013,1800000,10
23,1793,2013,1800000,10
20,1799,2013,1500000,8
26,1805,2013,2000000,12
23,1815,2013,1800000,10
28,1820,2013,2000000,12
3,1826,2013,2000000,12
23,1828,2013,1800000,10
2,1829,2013,1500000,8
27,1842,2013,1500000,8
30,1845,2013,1800000,10
19,1847,2013,1800000,10
8,1850,2013,2000000,12
9,1855,2013,1800000,10
26,1862,2013,2000000,12
16,1864,2013,2000000,12
20,1867,2013,1500000,8
25,1869,2013,2000000,12
6,1871,2013,1800000,10
8,1872,2013,2000000,12
19,1875,2013,1800000,10
29,1886,2013,2000000,12
25,1888,2013,2000000,12
27,1889,2013,1500000,8
18,1890,2013,1800000,10
3,1905,2013,2000000,12
6,1906,2013,1800000,10
23,1908,2013,1800000,10
20,1913,2013,1500000,8
29,1915,2013,2000000,12
17,1922,2013,2000000,12
13,1925,2013,1800000,10
8,1929,2013,2000000,12
30,1936,2013,1800000,10
26,1953,2013,2000000,12
14,1955,2013,1500000,8
22,1959,2013,1800000,10
25,1966,2013,2000000,12
7,1972,2013,1500000,8
7,1974,2013,1500000,8
7,1978,2013,1500000,8
12,1994,2013,2000000,12
15,1997,2013,1800000,10
30,2000,2013,1800000,10
27,2005,2013,1500000,8
4,2009,2013,1500000,8
8,2015,2013,2000000,12
17,2023,2013,2000000,12
1,2028,2013,2000000,12
7,2036,2013,1500000,8
22,2046,2013,1800000,10
28,2047,2013,2000000,12
15,2049,2013,1800000,10
2,2051,2013,1500000,8
27,2065,2013,1500000,8
5,2069,2013,1800000,10
29,2073,2013,2000000,12
11,2076,2013,1800000,10
26,2079,2013,2000000,12
12,2083,2013,2000000,12
18,2086,2013,1800000,10
17,2088,2013,2000000,12
13,2090,2013,1800000,10
25,2091,2013,2000000,12
14,2106,2013,1500000,8
26,2116,2013,2000000,12
15,2117,2013,1800000,10
1,2118,2013,2000000,12
3,2127,2013,2000000,12
10,2133,2013,1500000,8
6,2137,2013,1800000,10
18,2138,2013,1800000,10
20,2139,2013,1500000,8
20,2141,2013,1500000,8
3,2142,2013,2000000,12
25,2145,2013,2000000,12
21,2146,2013,1500000,8
16,2151,2013,2000000,12
1,2155,2013,2000000,12
11,2162,2013,1800000,10
11,2164,2013,1800000,10
25,2167,2013,2000000,12
23,2169,2013,1800000,10
4,2176,2013,1500000,8
22,2180,2013,1800000,10
26,2183,2013,2000000,12
4,2188,2013,1500000,8
21,2191,2013,1500000,8
10,2192,2013,1500000,8
27,2193,2013,1500000,8
24,2197,2013,1800000,10
13,2200,2013,1800000,10
1,2201,2013,2000000,12
9,2210,2013,1800000,10
2,2213,2013,1500000,8
23,2214,2013,1800000,10
16,2218,2013,2000000,12
25,2224,2013,2000000,12
22,2227,2013,1800000,10
13,2229,2013,1800000,10
30,2233,2013,1800000,10
11,2236,2013,1800000,10
21,2239,2013,1500000,8
22,2246,2013,1800000,10
3,2250,2013,2000000,12
27,2251,2013,1500000,8
20,2252,2013,1500000,8
10,2263,2013,1500000,8
30,2267,2013,1800000,10
28,2279,2013,2000000,12
20,2280,2013,1500000,8
14,2281,2013,1500000,8
6,2285,2013,1800000,10
10,2297,2013,1500000,8
12,2298,2013,2000000,12
19,2303,2013,1800000,10
14,2317,2013,1500000,8
26,2325,2013,2000000,12
29,2341,2013,2000000,12
4,2349,2013,1500000,8
30,2350,2013,1800000,10
6,2352,2013,1800000,10
16,2355,2013,2000000,12
28,2361,2013,2000000,12
6,2373,2013,1800000,10
3,2374,2013,2000000,12
14,2375,2013,1500000,8
10,2379,2013,1500000,8
25,2381,2013,2000000,12
30,2382,2013,1800000,10
12,2391,2013,2000000,12
1,2393,2013,2000000,12
6,2394,2013,1800000,10
28,2395,2013,2000000,12
29,2398,2013,2000000,12
21,2400,2013,1500000,8
21,2402,2013,1500000,8
18,2408,2013,1800000,10
11,2412,2013,1800000,10
15,2414,2013,1800000,10
2,2429,2013,1500000,8
23,2430,2013,1800000,10
26,2436,2013,2000000,12
13,2438,2013,1800000,10
20,2461,2013,1500000,8
12,2462,2013,2000000,12
29,2466,2013,2000000,12
11,2470,2013,1800000,10
27,2472,2013,1500000,8
29,2474,2013,2000000,12
2,2477,2013,1500000,8
10,2478,2013,1500000,8
30,2483,2013,1800000,10
3,2498,2013,2000000,12
15,2502,2013,1800000,10
12,2505,2013,2000000,12
22,2506,2013,1800000,10
23,2508,2013,1800000,10
8,2510,2013,2000000,12
14,2512,2013,1500000,8
28,2518,2013,2000000,12
3,2532,2013,2000000,12
18,2535,2013,1800000,10
17,2536,2013,2000000,12
19,2541,2013,1800000,10
23,2546,2013,1800000,10
10,2549,2013,1500000,8
22,2557,2013,1800000,10
7,2560,2013,1500000,8
7,2570,2013,1500000,8
9,2581,2013,1800000,10
11,2582,2013,1800000,10
24,2584,2013,1800000,10
12,2588,2013,2000000,12
8,2592,2013,2000000,12
1,2601,2013,2000000,12
11,2608,2013,1800000,10
12,2609,2013,2000000,12
18,2610,2013,1800000,10
19,2612,2013,1800000,10
21,2626,2013,1500000,8
4,2630,2013,1500000,8
23,2636,2013,1800000,10
29,2637,2013,2000000,12
27,2641,2013,1500000,8
23,2646,2013,1800000,10
16,2647,2013,2000000,12
23,2661,2013,1800000,10
9,2675,2013,1800000,10
15,2677,2013,1800000,10
15,2685,2013,1800000,10
3,2693,2013,2000000,12
24,2694,2013,1800000,10
1,2696,2013,2000000,12
1,2704,2013,2000000,12
6,2712,2013,1800000,10
8,2715,2013,2000000,12
9,2719,2013,1800000,10
4,2722,2013,1500000,8
5,2731,2013,1800000,10
7,2732,2013,1500000,8
16,2734,2013,2000000,12
21,2735,2013,1500000,8
25,2736,2013,2000000,12
16,2737,2013,2000000,12
8,2739,2013,2000000,12
14,2742,2013,1500000,8
27,2745,2013,1500000,8
17,2747,2013,2000000,12
12,2749,2013,2000000,12
1,2751,2013,2000000,12
29,2760,2013,2000000,12
7,2761,2013,1500000,8
29,2764,2013,2000000,12
5,2769,2013,1800000,10
26,2778,2013,2000000,12
26,2791,2013,2000000,12
21,2792,2013,1500000,8
17,2794,2013,2000000,12
28,2796,2013,2000000,12
17,2797,2013,2000000,12
14,2800,2013,1500000,8
14,2808,2013,1500000,8
10,2817,2013,1500000,8
7,2823,2013,1500000,8
20,2829,2013,1500000,8
5,2841,2013,1800000,10
1,2845,2013,2000000,12
7,2856,2013,1500000,8
4,2886,2013,1500000,8
10,2888,2013,1500000,8
15,2893,2013,1800000,10
16,2903,2013,2000000,12
9,2904,2013,1800000,10
23,2911,2013,1800000,10
30,2919,2013,1800000,10
25,2920,2013,2000000,12
21,2921,2013,1500000,8
27,2922,2013,1500000,8
12,2924,2013,2000000,12
15,2928,2013,1800000,10
15,2929,2013,1800000,10
28,2939,2013,2000000,12
18,2941,2013,1800000,10
2,2946,2013,1500000,8
26,2955,2013,2000000,12
14,2957,2013,1500000,8
19,2960,2013,1800000,10
26,2961,2013,2000000,12
2,2970,2013,1500000,8
21,2972,2013,1500000,8
20,2979,2013,1500000,8
16,2980,2013,2000000,12
19,2982,2013,1800000,10
24,3003,2013,1800000,10
13,3010,2013,1800000,10
30,3016,2013,1800000,10
23,3024,2013,1800000,10
22,3035,2013,1800000,10
28,3039,2013,2000000,12
8,3040,2013,2000000,12
24,3049,2013,1800000,10
2,3050,2013,1500000,8
14,3053,2013,1500000,8
25,3058,2013,2000000,12
25,3061,2013,2000000,12
24,3062,2013,1800000,10
12,3064,2013,2000000,12
24,3074,2013,1800000,10
22,3085,2013,1800000,10
2,3088,2013,1500000,8
18,3091,2013,1800000,10
5,3102,2013,1800000,10
24,3106,2013,1800000,10
20,3112,2013,1500000,8
22,3132,2013,1800000,10
28,3134,2013,2000000,12
15,3137,2013,1800000,10
12,3139,2013,2000000,12
19,3143,2013,1800000,10
18,3151,2013,1800000,10
25,3155,2013,2000000,12
16,3161,2013,2000000,12
13,3162,2013,1800000,10
7,3163,2013,1500000,8
28,3164,2013,2000000,12
15,3167,2013,1800000,10
16,3168,2013,2000000,12
30,3173,2013,1800000,10
28,3174,2013,2000000,12
28,3175,2013,2000000,12
20,3179,2013,1500000,8
7,3180,2013,1500000,8
10,3187,2013,1500000,8
14,3199,2013,1500000,8
1,3200,2013,2000000,12
29,3205,2013,2000000,12
3,3206,2013,2000000,12
30,3214,2013,1800000,10
21,3215,2013,1500000,8
19,3217,2013,1800000,10
21,3224,2013,1500000,8
3,3227,2013,2000000,12
9,3231,2013,1800000,10
16,3234,2013,2000000,12
23,3238,2013,1800000,10
1,3239,2013,2000000,12
16,3241,2013,2000000,12
1,3268,2013,2000000,12
4,3271,2013,1500000,8
11,3281,2013,1800000,10
17,3285,2013,2000000,12
22,3289,2013,1800000,10
21,3292,2013,1500000,8
4,3293,2013,1500000,8
17,3297,2013,2000000,12
3,3304,2013,2000000,12
5,3305,2013,1800000,10
9,3306,2013,1800000,10
7,3310,2013,1500000,8
19,3313,2013,1800000,10
1,3314,2013,2000000,12
5,3316,2013,1800000,10
25,3319,2013,2000000,12
27,3320,2013,1500000,8
10,3321,2013,1500000,8
25,3323,2013,2000000,12
3,3334,2013,2000000,12
4,3337,2013,1500000,8
1,3340,2013,2000000,12
15,3343,2013,1800000,10
18,3344,2013,1800000,10
8,3347,2013,2000000,12
19,3349,2013,1800000,10
10,3361,2013,1500000,8
15,3366,2013,1800000,10
16,3368,2013,2000000,12
20,3373,2013,1500000,8
5,3374,2013,1800000,10
26,3379,2013,2000000,12
1,3385,2013,2000000,12
7,3388,2013,1500000,8
10,3400,2013,1500000,8
22,3401,2013,1800000,10
17,3406,2013,2000000,12
25,3412,2013,2000000,12
19,3414,2013,1800000,10
20,3434,2013,1500000,8
5,3435,2013,1800000,10
3,3437,2013,2000000,12
19,3441,2013,1800000,10
12,3442,2013,2000000,12
29,3445,2013,2000000,12
2,3448,2013,1500000,8
29,3466,2013,2000000,12
9,3469,2013,1800000,10
4,3470,2013,1500000,8
22,3475,2013,1800000,10
21,3476,2013,1500000,8
5,3481,2013,1800000,10
16,3486,2013,2000000,12
27,3487,2013,1500000,8
20,3488,2013,1500000,8
8,3490,2013,2000000,12
12,3492,2013,2000000,12
30,3493,2013,1800000,10
24,3498,2013,1800000,10
15,3501,2013,1800000,10
26,3506,2013,2000000,12
28,3513,2013,2000000,12
26,3524,2013,2000000,12
5,3527,2013,1800000,10
16,3537,2013,2000000,12
25,3539,2013,2000000,12
12,3540,2013,2000000,12
10,3543,2013,1500000,8
23,3546,2013,1800000,10
5,3552,2013,1800000,10
19,3556,2013,1800000,10
11,3558,2013,1800000,10
9,3559,2013,1800000,10
29,3571,2013,2000000,12
8,3577,2013,2000000,12
17,3582,2013,2000000,12
8,3587,2013,2000000,12
14,3588,2013,1500000,8
4,3589,2013,1500000,8
22,3593,2013,1800000,10
10,3594,2013,1500000,8
17,3595,2013,2000000,12
27,3598,2013,1500000,8
3,3599,2013,2000000,12
16,3617,2013,2000000,12
16,3620,2013,2000000,12
21,3630,2013,1500000,8
4,3631,2013,1500000,8
20,3632,2013,1500000,8
21,3633,2013,1500000,8
20,3635,2013,1500000,8
29,3636,2013,2000000,12
30,3646,2013,1800000,10
28,3652,2013,2000000,12
11,3661,2013,1800000,10
16,3664,2013,2000000,12
11,3666,2013,1800000,10
5,3676,2013,1800000,10
1,3679,2013,2000000,12
24,3683,2013,1800000,10
5,3685,2013,1800000,10
28,3695,2013,2000000,12
9,3697,2013,1800000,10
9,3701,2013,1800000,10
6,3709,2013,1800000,10
30,3710,2013,1800000,10
14,3719,2013,1500000,8
5,3729,2013,1800000,10
16,3731,2013,2000000,12
14,3736,2013,1500000,8
10,3745,2013,1500000,8
24,3751,2013,1800000,10
8,3754,2013,2000000,12
28,3756,2013,2000000,12
14,3764,2013,1500000,8
11,3771,2013,1800000,10
25,3773,2013,2000000,12
5,3777,2013,1800000,10
18,3780,2013,1800000,10
30,3793,2013,1800000,10
16,3796,2013,2000000,12
12,3806,2013,2000000,12
9,3810,2013,1800000,10
19,3817,2013,1800000,10
25,3820,2013,2000000,12
13,3824,2013,1800000,10
2,3832,2013,1500000,8
9,3835,2013,1800000,10
7,3839,2013,1500000,8
21,3843,2013,1500000,8
4,3844,2013,1500000,8
6,3851,2013,1800000,10
19,3852,2013,1800000,10
12,3857,2013,2000000,12
15,3863,2013,1800000,10
30,3866,2013,1800000,10
6,3871,2013,1800000,10
16,3872,2013,2000000,12
2,3874,2013,1500000,8
6,3877,2013,1800000,10
30,3882,2013,1800000,10
8,3884,2013,2000000,12
14,3893,2013,1500000,8
17,3903,2013,2000000,12
28,3914,2013,2000000,12
9,3916,2013,1800000,10
26,3924,2013,2000000,12
4,3925,2013,1500000,8
7,3926,2013,1500000,8
11,3933,2013,1800000,10
1,3941,2013,2000000,12
18,3944,2013,1800000,10
19,3947,2013,1800000,10
15,3948,2013,1800000,10
9,3951,2013,1800000,10
2,3953,2013,1500000,8
22,3959,2013,1800000,10
9,3960,2013,1800000,10
18,3962,2013,1800000,10
5,3964,2013,1800000,10
27,3983,2013,1500000,8
1,3984,2013,2000000,12
4,3990,2013,1500000,8
27,3994,2013,1500000,8
29,4003,2013,2000000,12
26,4005,2013,2000000,12
28,4012,2013,2000000,12
30,4020,2013,1800000,10
27,4029,2013,1500000,8
17,4031,2013,2000000,12
13,4036,2013,1800000,10
30,4043,2013,1800000,10
20,4046,2013,1500000,8
6,4057,2013,1800000,10
4,4058,2013,1500000,8
17,4059,2013,2000000,12
2,4060,2013,1500000,8
28,4061,2013,2000000,12
10,4064,2013,1500000,8
8,4073,2013,2000000,12
11,4081,2013,1800000,10
14,4089,2013,1500000,8
4,4094,2013,1500000,8
17,4095,2013,2000000,12
14,4096,2013,1500000,8
29,4097,2013,2000000,12
12,4101,2013,2000000,12
20,4103,2013,1500000,8
24,4107,2013,1800000,10
9,4114,2013,1800000,10
7,18,2014,1800000,10
15,23,2014,1500000,8
10,24,2014,2000000,12
27,29,2014,1500000,8
17,31,2014,2000000,12
10,34,2014,2000000,12
11,37,2014,1800000,10
12,38,2014,2000000,12
8,47,2014,2000000,12
8,50,2014,2000000,12
3,61,2014,2000000,12
27,62,2014,1500000,8
18,64,2014,1500000,8
25,65,2014,1800000,10
7,67,2014,1800000,10
18,69,2014,1500000,8
4,70,2014,1800000,10
25,83,2014,1800000,10
25,85,2014,1800000,10
5,89,2014,2000000,12
